1,Toy Story,1995,http://www.imdb.com/title/tt0114709
2,Jumanji,1995,http://www.imdb.com/title/tt0113497
3,Grumpier Old Men,1995,http://www.imdb.com/title/tt0113228
4,Waiting to Exhale,1995,http://www.imdb.com/title/tt0114885
5,Father of the Bride Part II,1995,http://www.imdb.com/title/tt0113041
6,Heat,1995,http://www.imdb.com/title/tt0113277
7,Sabrina,1995,http://www.imdb.com/title/tt0114319
8,Tom and Huck,1995,http://www.imdb.com/title/tt0112302
9,Sudden Death,1995,http://www.imdb.com/title/tt0114576
10,GoldenEye,1995,http://www.imdb.com/title/tt0113189
11,"American President, The",1995,http://www.imdb.com/title/tt0112346
12,Dracula: Dead and Loving It,1995,http://www.imdb.com/title/tt0112896
13,Balto,1995,http://www.imdb.com/title/tt0112453
14,Nixon,1995,http://www.imdb.com/title/tt0113987
15,Cutthroat Island,1995,http://www.imdb.com/title/tt0112760
16,Casino,1995,http://www.imdb.com/title/tt0112641
17,Sense and Sensibility,1995,http://www.imdb.com/title/tt0114388
18,Four Rooms,1995,http://www.imdb.com/title/tt0113101
19,Ace Ventura: When Nature Calls,1995,http://www.imdb.com/title/tt0112281
20,Money Train,1995,http://www.imdb.com/title/tt0113845
21,Get Shorty,1995,http://www.imdb.com/title/tt0113161
22,Copycat,1995,http://www.imdb.com/title/tt0112722
23,Assassins,1995,http://www.imdb.com/title/tt0112401
24,Powder,1995,http://www.imdb.com/title/tt0114168
25,Leaving Las Vegas,1995,http://www.imdb.com/title/tt0113627
26,Othello,1995,http://www.imdb.com/title/tt0114057
27,Now and Then,1995,http://www.imdb.com/title/tt0114011
28,Persuasion,1995,http://www.imdb.com/title/tt0114117
29,"City of Lost Children, The (Cit? des enfants perdus, La)",1995,http://www.imdb.com/title/tt0112682
30,Shanghai Triad (Yao a yao yao dao waipo qiao),1995,http://www.imdb.com/title/tt0115012
31,Dangerous Minds,1995,http://www.imdb.com/title/tt0112792
32,Twelve Monkeys (a.k.a. 12 Monkeys),1995,http://www.imdb.com/title/tt0114746
34,Babe,1995,http://www.imdb.com/title/tt0112431
36,Dead Man Walking,1995,http://www.imdb.com/title/tt0112818
38,It Takes Two,1995,http://www.imdb.com/title/tt0113442
39,Clueless,1995,http://www.imdb.com/title/tt0112697
40,"Cry, the Beloved Country",1995,http://www.imdb.com/title/tt0112749
41,Richard III,1995,http://www.imdb.com/title/tt0114279
42,Dead Presidents,1995,http://www.imdb.com/title/tt0112819
43,Restoration,1995,http://www.imdb.com/title/tt0114272
44,Mortal Kombat,1995,http://www.imdb.com/title/tt0113855
45,To Die For,1995,http://www.imdb.com/title/tt0114681
46,How to Make an American Quilt,1995,http://www.imdb.com/title/tt0113347
47,Seven (a.k.a. Se7en),1995,http://www.imdb.com/title/tt0114369
48,Pocahontas,1995,http://www.imdb.com/title/tt0114148
49,When Night Is Falling,1995,http://www.imdb.com/title/tt0114916
50,"Usual Suspects, The",1995,http://www.imdb.com/title/tt0114814
52,Mighty Aphrodite,1995,http://www.imdb.com/title/tt0113819
53,Lamerica,1994,http://www.imdb.com/title/tt0110299
54,"Big Green, The",1995,http://www.imdb.com/title/tt0112499
55,Georgia,1995,http://www.imdb.com/title/tt0113158
57,Home for the Holidays,1995,http://www.imdb.com/title/tt0113321
58,"Postman, The (Postino, Il)",1994,http://www.imdb.com/title/tt0110877
60,"Indian in the Cupboard, The",1995,http://www.imdb.com/title/tt0113419
61,Eye for an Eye,1996,http://www.imdb.com/title/tt0116260
62,Mr. Holland's Opus,1995,http://www.imdb.com/title/tt0113862
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,http://www.imdb.com/title/tt0116126
64,Two if by Sea,1996,http://www.imdb.com/title/tt0118002
65,Bio-Dome,1996,http://www.imdb.com/title/tt0115683
66,Lawnmower Man 2: Beyond Cyberspace,1996,http://www.imdb.com/title/tt0116839
68,French Twist (Gazon maudit),1995,http://www.imdb.com/title/tt0113149
69,Friday,1995,http://www.imdb.com/title/tt0113118
70,From Dusk Till Dawn,1996,http://www.imdb.com/title/tt0116367
71,Fair Game,1995,http://www.imdb.com/title/tt0113010
72,Kicking and Screaming,1995,http://www.imdb.com/title/tt0113537
73,"Mis?rables, Les",1995,http://www.imdb.com/title/tt0113828
74,Bed of Roses,1996,http://www.imdb.com/title/tt0115644
75,Big Bully,1996,http://www.imdb.com/title/tt0115676
76,Screamers,1995,http://www.imdb.com/title/tt0114367
77,Nico Icon,1995,http://www.imdb.com/title/tt0113973
78,"Crossing Guard, The",1995,http://www.imdb.com/title/tt0112744
79,"Juror, The",1996,http://www.imdb.com/title/tt0116731
80,"White Balloon, The (Badkonake sefid)",1995,http://www.imdb.com/title/tt0112445
81,Things to Do in Denver When You're Dead,1995,http://www.imdb.com/title/tt0114660
82,Antonia's Line (Antonia),1995,http://www.imdb.com/title/tt0112379
83,Once Upon a Time... When We Were Colored,1995,http://www.imdb.com/title/tt0114039
85,Angels and Insects,1995,http://www.imdb.com/title/tt0112365
86,White Squall,1996,http://www.imdb.com/title/tt0118158
87,Dunston Checks In,1996,http://www.imdb.com/title/tt0116151
88,Black Sheep,1996,http://www.imdb.com/title/tt0115697
89,Nick of Time,1995,http://www.imdb.com/title/tt0113972
92,Mary Reilly,1996,http://www.imdb.com/title/tt0117002
93,Vampire in Brooklyn,1995,http://www.imdb.com/title/tt0114825
94,Beautiful Girls,1996,http://www.imdb.com/title/tt0115639
95,Broken Arrow,1996,http://www.imdb.com/title/tt0115759
96,In the Bleak Midwinter,1995,http://www.imdb.com/title/tt0113403
97,"Hate (Haine, La)",1995,http://www.imdb.com/title/tt0113247
99,Heidi Fleiss: Hollywood Madam,1995,http://www.imdb.com/title/tt0113283
100,City Hall,1996,http://www.imdb.com/title/tt0115907
101,Bottle Rocket,1996,http://www.imdb.com/title/tt0115734
102,Mr. Wrong,1996,http://www.imdb.com/title/tt0117102
103,Unforgettable,1996,http://www.imdb.com/title/tt0118040
104,Happy Gilmore,1996,http://www.imdb.com/title/tt0116483
105,"Bridges of Madison County, The",1995,http://www.imdb.com/title/tt0112579
106,Nobody Loves Me (Keiner liebt mich),1994,http://www.imdb.com/title/tt0110251
107,Muppet Treasure Island,1996,http://www.imdb.com/title/tt0117110
108,Catwalk,1996,http://www.imdb.com/title/tt0112646
110,Braveheart,1995,http://www.imdb.com/title/tt0112573
111,Taxi Driver,1976,http://www.imdb.com/title/tt0075314
112,Rumble in the Bronx (Hont faan kui),1995,http://www.imdb.com/title/tt0113326
113,Before and After,1996,http://www.imdb.com/title/tt0115645
116,Anne Frank Remembered,1995,http://www.imdb.com/title/tt0112373
117,"Young Poisoner's Handbook, The",1995,http://www.imdb.com/title/tt0115033
118,If Lucy Fell,1996,http://www.imdb.com/title/tt0116606
119,"Steal Big, Steal Little",1995,http://www.imdb.com/title/tt0114536
121,"Boys of St. Vincent, The",1992,http://www.imdb.com/title/tt0106473
122,Boomerang,1992,http://www.imdb.com/title/tt0103859
123,Chungking Express (Chung Hing sam lam),1994,http://www.imdb.com/title/tt0109424
125,Flirting With Disaster,1996,http://www.imdb.com/title/tt0116324
126,"NeverEnding Story III, The",1994,http://www.imdb.com/title/tt0110647
